Date,Time,Open,High,Low,Close,Tick.Vol,Volume,Spread
2024.02.16,19:35:00,1.07659,1.07683,1.07655,1.07683,419,0,2
2024.02.16,19:40:00,1.07683,1.07706,1.07673,1.07706,490,0,2
2024.02.16,19:45:00,1.07706,1.07742,1.07701,1.0774,625,0,2
2024.02.16,19:50:00,1.0774,1.07762,1.07731,1.07759,517,0,2
2024.02.16,19:55:00,1.07757,1.07779,1.07756,1.07779,472,0,2
2024.02.16,20:00:00,1.07778,1.07787,1.07748,1.07763,662,0,2
2024.02.16,20:05:00,1.07762,1.07766,1.07746,1.07756,459,0,2
2024.02.16,20:10:00,1.07757,1.07764,1.07736,1.07752,408,0,2
2024.02.16,20:15:00,1.07753,1.07765,1.07744,1.07749,271,0,2
2024.02.16,20:20:00,1.07748,1.07766,1.07738,1.07759,273,0,2
2024.02.16,20:25:00,1.07759,1.07763,1.07748,1.07752,269,0,2
2024.02.16,20:30:00,1.07752,1.07756,1.07743,1.07749,281,0,2
2024.02.16,20:35:00,1.07751,1.07793,1.07751,1.07792,445,0,2
2024.02.16,20:40:00,1.07793,1.07817,1.07781,1.07817,471,0,2
2024.02.16,20:45:00,1.07817,1.07847,1.07802,1.07845,615,0,2
2024.02.16,20:50:00,1.07846,1.0786,1.07819,1.07826,531,0,2
2024.02.16,20:55:00,1.07827,1.07857,1.07825,1.0785,348,0,2
2024.02.16,21:00:00,1.07851,1.07874,1.07848,1.0786,611,0,2
2024.02.16,21:05:00,1.07857,1.07863,1.07842,1.07859,386,0,2
2024.02.16,21:10:00,1.0786,1.07866,1.07852,1.07855,242,0,2
2024.02.16,21:15:00,1.07854,1.0787,1.07851,1.07854,275,0,2
2024.02.16,21:20:00,1.07854,1.07862,1.07842,1.07855,248,0,2
2024.02.16,21:25:00,1.07855,1.07859,1.07842,1.07847,204,0,2
2024.02.16,21:30:00,1.07847,1.0785,1.07828,1.07836,374,0,2
2024.02.16,21:35:00,1.07834,1.07838,1.07803,1.07805,443,0,2
2024.02.16,21:40:00,1.07804,1.07813,1.07797,1.07807,421,0,2
2024.02.16,21:45:00,1.07807,1.07809,1.07763,1.0778,627,0,2
2024.02.16,21:50:00,1.07779,1.07782,1.07762,1.07769,496,0,2
2024.02.16,21:55:00,1.0777,1.07774,1.07752,1.07769,413,0,2
2024.02.16,22:00:00,1.07768,1.0777,1.07751,1.07761,412,0,2
2024.02.16,22:05:00,1.07761,1.07769,1.07751,1.07763,374,0,2
2024.02.16,22:10:00,1.07762,1.07764,1.07735,1.07743,384,0,2
2024.02.16,22:15:00,1.07742,1.07755,1.07738,1.07749,385,0,2
2024.02.16,22:20:00,1.07749,1.07752,1.07738,1.07748,332,0,2
2024.02.16,22:25:00,1.07749,1.07771,1.07746,1.07763,377,0,2
2024.02.16,22:30:00,1.07764,1.07775,1.07756,1.07764,321,0,2
2024.02.16,22:35:00,1.07764,1.07775,1.07762,1.07768,276,0,2
2024.02.16,22:40:00,1.07765,1.07768,1.07737,1.07743,327,0,2
2024.02.16,22:45:00,1.07743,1.0775,1.07732,1.07735,259,0,2
2024.02.16,22:50:00,1.07734,1.07746,1.07727,1.07745,377,0,2
2024.02.16,22:55:00,1.07746,1.07771,1.07746,1.07751,359,0,2
2024.02.16,23:00:00,1.07754,1.07756,1.07737,1.07737,91,0,2
2024.02.16,23:05:00,1.07739,1.07764,1.07737,1.07751,87,0,2
2024.02.16,23:10:00,1.07751,1.07757,1.07743,1.07751,46,0,2
2024.02.16,23:15:00,1.07762,1.07763,1.07747,1.07751,59,0,2
2024.02.16,23:20:00,1.07751,1.07768,1.07747,1.07756,62,0,2
2024.02.16,23:25:00,1.07757,1.07769,1.07753,1.07766,72,0,1
2024.02.16,23:30:00,1.07764,1.07768,1.07755,1.07758,64,0,25
2024.02.16,23:35:00,1.07756,1.0776,1.07748,1.07752,227,0,25
2024.02.16,23:40:00,1.07754,1.07761,1.07748,1.07761,199,0,25
2024.02.16,23:45:00,1.07761,1.07773,1.07747,1.07749,155,0,3
2024.02.16,23:50:00,1.07751,1.07763,1.07741,1.07752,121,0,3
2024.02.16,23:55:00,1.07762,1.07771,1.0775,1.07769,158,0,3
2024.02.19,0:00:00,1.07722,1.07727,1.07718,1.07724,9,0,42
2024.02.19,0:05:00,1.07726,1.07753,1.0772,1.07748,56,0,21
2024.02.19,0:10:00,1.07747,1.07756,1.07736,1.07749,27,0,26
2024.02.19,0:15:00,1.07742,1.07763,1.07736,1.07744,99,0,21
2024.02.19,0:20:00,1.07746,1.07752,1.07735,1.07736,46,0,21
2024.02.19,0:25:00,1.07737,1.07747,1.07706,1.07743,142,0,21
2024.02.19,0:30:00,1.07743,1.07758,1.07741,1.07749,106,0,30
2024.02.19,0:35:00,1.07751,1.0776,1.07735,1.07738,58,0,11
2024.02.19,0:40:00,1.07736,1.07741,1.07735,1.07737,38,0,11
2024.02.19,0:45:00,1.07738,1.07753,1.07734,1.07737,56,0,11
2024.02.19,0:50:00,1.07739,1.07753,1.07732,1.07735,58,0,10
2024.02.19,0:55:00,1.07738,1.07748,1.07735,1.07748,78,0,20
2024.02.19,1:00:00,1.07747,1.07803,1.07745,1.0778,312,0,4
2024.02.19,1:05:00,1.0778,1.07793,1.07774,1.07778,105,0,4
2024.02.19,1:10:00,1.07777,1.078,1.07773,1.07799,154,0,4
2024.02.19,1:15:00,1.07799,1.07806,1.07792,1.07801,88,0,4
2024.02.19,1:20:00,1.078,1.07805,1.078,1.07804,63,0,1
2024.02.19,1:25:00,1.07805,1.07817,1.07802,1.07814,89,0,2
2024.02.19,1:30:00,1.07812,1.07815,1.07802,1.07806,113,0,4
2024.02.19,1:35:00,1.07806,1.07816,1.07804,1.07815,65,0,0
2024.02.19,1:40:00,1.07815,1.07821,1.07811,1.07821,95,0,1
2024.02.19,1:45:00,1.07821,1.07836,1.07815,1.07836,117,0,4
2024.02.19,1:50:00,1.07836,1.0785,1.07833,1.07849,102,0,4
2024.02.19,1:55:00,1.07849,1.0785,1.07835,1.07838,121,0,4
2024.02.19,2:00:00,1.07836,1.07861,1.07835,1.07857,197,0,4
2024.02.19,2:05:00,1.07859,1.07861,1.07849,1.07853,185,0,4
2024.02.19,2:10:00,1.07851,1.07878,1.07851,1.07875,181,0,4
2024.02.19,2:15:00,1.07877,1.07882,1.07869,1.07874,213,0,4
2024.02.19,2:20:00,1.07875,1.07887,1.07874,1.07875,130,0,4
2024.02.19,2:25:00,1.07875,1.07889,1.07873,1.07874,186,0,4
2024.02.19,2:30:00,1.07872,1.07888,1.07872,1.07877,171,0,4
2024.02.19,2:35:00,1.07877,1.07884,1.07871,1.0788,140,0,4
2024.02.19,2:40:00,1.07881,1.07885,1.07844,1.07854,232,0,4
2024.02.19,2:45:00,1.07854,1.07867,1.07852,1.07865,217,0,4
2024.02.19,2:50:00,1.07864,1.07867,1.07849,1.07853,312,0,4
2024.02.19,2:55:00,1.07851,1.07872,1.0785,1.07867,264,0,4
2024.02.19,3:00:00,1.07867,1.07882,1.07862,1.07869,366,0,4
2024.02.19,3:05:00,1.07869,1.07875,1.07865,1.07868,187,0,4
2024.02.19,3:10:00,1.07867,1.07875,1.07866,1.07873,128,0,4
2024.02.19,3:15:00,1.07872,1.07875,1.07836,1.07844,262,0,4
2024.02.19,3:20:00,1.07844,1.07849,1.07829,1.07834,188,0,4
2024.02.19,3:25:00,1.07834,1.07836,1.07812,1.07814,329,0,4
2024.02.19,3:30:00,1.07814,1.07822,1.07809,1.07814,324,0,4
2024.02.19,3:35:00,1.07815,1.07821,1.07787,1.07789,288,0,4
2024.02.19,3:40:00,1.0779,1.07797,1.0778,1.07786,228,0,4
2024.02.19,3:45:00,1.07787,1.07816,1.07781,1.07814,257,0,4
2024.02.19,3:50:00,1.07812,1.07827,1.07808,1.07818,239,0,4
2024.02.19,3:55:00,1.07818,1.07822,1.07801,1.07803,145,0,1
2024.02.19,4:00:00,1.07803,1.07805,1.07782,1.07786,220,0,4
2024.02.19,4:05:00,1.07786,1.07796,1.07777,1.0778,170,0,0
2024.02.19,4:10:00,1.07781,1.07802,1.07781,1.0779,184,0,4
2024.02.19,4:15:00,1.0779,1.07803,1.07784,1.07799,141,0,4
2024.02.19,4:20:00,1.07799,1.07802,1.07791,1.07798,116,0,4
2024.02.19,4:25:00,1.07799,1.07801,1.07782,1.07789,150,0,4
2024.02.19,4:30:00,1.0779,1.07793,1.0778,1.07782,189,0,4
2024.02.19,4:35:00,1.07783,1.0779,1.07781,1.07782,183,0,4
2024.02.19,4:40:00,1.07782,1.07792,1.07778,1.07789,132,0,4
2024.02.19,4:45:00,1.07791,1.07802,1.07788,1.078,155,0,4
2024.02.19,4:50:00,1.078,1.07807,1.07795,1.07803,99,0,4
2024.02.19,4:55:00,1.07804,1.0782,1.07801,1.07811,173,0,4
2024.02.19,5:00:00,1.07814,1.07824,1.07808,1.07821,180,0,4
2024.02.19,5:05:00,1.07821,1.07821,1.07811,1.07813,97,0,4
2024.02.19,5:10:00,1.07814,1.07832,1.0781,1.07828,139,0,4
2024.02.19,5:15:00,1.07829,1.07832,1.0781,1.07813,191,0,4
2024.02.19,5:20:00,1.07813,1.07816,1.07809,1.07814,104,0,4
2024.02.19,5:25:00,1.07815,1.07822,1.07811,1.0782,83,0,0
2024.02.19,5:30:00,1.0782,1.07822,1.07786,1.07794,256,0,4
2024.02.19,5:35:00,1.07795,1.07798,1.07787,1.07793,218,0,4
2024.02.19,5:40:00,1.07793,1.07795,1.07787,1.0779,142,0,4
2024.02.19,5:45:00,1.07789,1.07792,1.07772,1.07777,229,0,4
2024.02.19,5:50:00,1.07775,1.0778,1.07761,1.07765,201,0,4
2024.02.19,5:55:00,1.07766,1.07766,1.07746,1.07756,204,0,4
2024.02.19,6:00:00,1.07756,1.07756,1.07747,1.0775,110,0,4
2024.02.19,6:05:00,1.0775,1.0776,1.0775,1.07754,103,0,0
2024.02.19,6:10:00,1.07754,1.07762,1.07751,1.07756,104,0,0
2024.02.19,6:15:00,1.07755,1.07778,1.0775,1.07771,160,0,4
2024.02.19,6:20:00,1.0777,1.07775,1.07762,1.07775,135,0,4
2024.02.19,6:25:00,1.07774,1.07774,1.07765,1.07771,122,0,4
2024.02.19,6:30:00,1.0777,1.0778,1.07763,1.07779,165,0,4
2024.02.19,6:35:00,1.07779,1.07785,1.07767,1.0777,137,0,4
2024.02.19,6:40:00,1.0777,1.07787,1.07769,1.07784,73,0,1
2024.02.19,6:45:00,1.07785,1.07787,1.07776,1.07781,97,0,4
2024.02.19,6:50:00,1.0778,1.07812,1.07748,1.07769,333,0,4
2024.02.19,6:55:00,1.07769,1.07778,1.07765,1.07776,151,0,0
2024.02.19,7:00:00,1.07777,1.07787,1.07773,1.0778,147,0,4
2024.02.19,7:05:00,1.07779,1.07782,1.07776,1.07779,116,0,4
2024.02.19,7:10:00,1.07777,1.07782,1.07769,1.0778,70,0,1
2024.02.19,7:15:00,1.0778,1.07794,1.07777,1.07794,124,0,4
2024.02.19,7:20:00,1.07793,1.07797,1.07788,1.07794,101,0,4
2024.02.19,7:25:00,1.07795,1.07804,1.07793,1.07801,142,0,0
2024.02.19,7:30:00,1.07802,1.07823,1.07802,1.07819,223,0,4
2024.02.19,7:35:00,1.07819,1.07827,1.07812,1.07823,151,0,4
2024.02.19,7:40:00,1.07821,1.07826,1.07817,1.07821,78,0,4
2024.02.19,7:45:00,1.07821,1.07828,1.07815,1.07825,173,0,4
2024.02.19,7:50:00,1.07826,1.07828,1.07822,1.07825,90,0,4
2024.02.19,7:55:00,1.07825,1.07827,1.07814,1.07816,172,0,4
2024.02.19,8:00:00,1.07817,1.07819,1.07801,1.07812,179,0,4
2024.02.19,8:05:00,1.07812,1.07812,1.07801,1.07807,113,0,1
2024.02.19,8:10:00,1.07808,1.07831,1.07805,1.07825,160,0,0
2024.02.19,8:15:00,1.07826,1.07828,1.07812,1.0782,122,0,0
2024.02.19,8:20:00,1.07819,1.0782,1.07797,1.07803,141,0,4
2024.02.19,8:25:00,1.07805,1.07818,1.07796,1.07814,173,0,4
2024.02.19,8:30:00,1.07815,1.07828,1.0781,1.0781,179,0,2
2024.02.19,8:35:00,1.07811,1.07816,1.07807,1.07815,118,0,2
2024.02.19,8:40:00,1.07815,1.07838,1.07815,1.07837,229,0,2
2024.02.19,8:45:00,1.07835,1.07843,1.07828,1.0784,267,0,2
2024.02.19,8:50:00,1.07841,1.07859,1.07822,1.07856,465,0,2
2024.02.19,8:55:00,1.07857,1.07868,1.07852,1.07863,525,0,2
2024.02.19,9:00:00,1.07865,1.07876,1.0786,1.07865,433,0,2
2024.02.19,9:05:00,1.07865,1.07879,1.07863,1.07873,324,0,2
2024.02.19,9:10:00,1.07874,1.07887,1.07871,1.07881,350,0,2
2024.02.19,9:15:00,1.07881,1.07894,1.07875,1.0789,305,0,2
2024.02.19,9:20:00,1.07889,1.07892,1.07869,1.0788,443,0,2
2024.02.19,9:25:00,1.0788,1.07882,1.07862,1.07867,378,0,2
2024.02.19,9:30:00,1.07867,1.07889,1.07864,1.07886,434,0,1
2024.02.19,9:35:00,1.07886,1.07887,1.07863,1.07868,381,0,1
2024.02.19,9:40:00,1.07869,1.07876,1.07857,1.07861,445,0,1
2024.02.19,9:45:00,1.07862,1.07862,1.07829,1.0784,592,0,1
2024.02.19,9:50:00,1.0784,1.07865,1.07832,1.07837,496,0,1
2024.02.19,9:55:00,1.07838,1.0784,1.07811,1.07827,688,0,1
2024.02.19,10:00:00,1.07826,1.07852,1.07822,1.07849,664,0,1
2024.02.19,10:05:00,1.07852,1.07858,1.07838,1.07847,552,0,1
2024.02.19,10:10:00,1.07848,1.07865,1.07842,1.07857,447,0,1
2024.02.19,10:15:00,1.07857,1.07867,1.07841,1.07854,430,0,1
2024.02.19,10:20:00,1.07854,1.07857,1.07825,1.07845,500,0,1
2024.02.19,10:25:00,1.07846,1.07875,1.07846,1.07867,464,0,1
2024.02.19,10:30:00,1.07868,1.0787,1.07828,1.07842,848,0,1
2024.02.19,10:35:00,1.07844,1.07846,1.07818,1.07832,533,0,1
2024.02.19,10:40:00,1.07833,1.07846,1.07818,1.07826,521,0,1
2024.02.19,10:45:00,1.07826,1.07845,1.07823,1.07828,393,0,1
2024.02.19,10:50:00,1.07829,1.07834,1.07804,1.07814,524,0,1
2024.02.19,10:55:00,1.07814,1.07814,1.07761,1.07782,817,0,1
2024.02.19,11:00:00,1.07785,1.07836,1.07775,1.0783,968,0,1
2024.02.19,11:05:00,1.07831,1.07831,1.07778,1.0779,775,0,1
2024.02.19,11:10:00,1.0779,1.07795,1.07768,1.07774,554,0,1
2024.02.19,11:15:00,1.07774,1.07777,1.07753,1.0777,593,0,1
2024.02.19,11:20:00,1.07769,1.07788,1.07759,1.07763,444,0,1
2024.02.19,11:25:00,1.07763,1.07767,1.07739,1.07751,565,0,1
2024.02.19,11:30:00,1.0775,1.07752,1.07721,1.07748,590,0,1
2024.02.19,11:35:00,1.0775,1.07785,1.07741,1.07757,677,0,1
2024.02.19,11:40:00,1.07757,1.07768,1.07748,1.07755,372,0,1
2024.02.19,11:45:00,1.07754,1.07757,1.07724,1.07727,644,0,1
2024.02.19,11:50:00,1.07726,1.07758,1.07723,1.07748,540,0,1
2024.02.19,11:55:00,1.07747,1.07753,1.07733,1.07747,438,0,1
2024.02.19,12:00:00,1.07748,1.07753,1.0772,1.07731,620,0,1
2024.02.19,12:05:00,1.07731,1.0775,1.07726,1.07747,353,0,1
2024.02.19,12:10:00,1.07747,1.0775,1.0773,1.07743,367,0,1
2024.02.19,12:15:00,1.07742,1.07764,1.0773,1.07758,513,0,1
2024.02.19,12:20:00,1.07756,1.07769,1.07749,1.07763,349,0,1
2024.02.19,12:25:00,1.07762,1.07779,1.07759,1.07772,453,0,1
2024.02.19,12:30:00,1.07774,1.07784,1.07767,1.07775,336,0,1
2024.02.19,12:35:00,1.07774,1.07789,1.07751,1.07756,446,0,1
2024.02.19,12:40:00,1.07755,1.0777,1.07748,1.07764,405,0,1
2024.02.19,12:45:00,1.07765,1.07776,1.07751,1.07755,379,0,1
2024.02.19,12:50:00,1.07756,1.0776,1.0774,1.07756,383,0,1
2024.02.19,12:55:00,1.07756,1.07759,1.07742,1.07756,347,0,1
2024.02.19,13:00:00,1.07754,1.0776,1.07738,1.07747,338,0,1
2024.02.19,13:05:00,1.07747,1.0776,1.0774,1.07755,372,0,1
2024.02.19,13:10:00,1.07754,1.07759,1.07733,1.07751,489,0,1
2024.02.19,13:15:00,1.0775,1.07768,1.07744,1.07755,442,0,1
2024.02.19,13:20:00,1.07756,1.07769,1.07745,1.07767,295,0,1
2024.02.19,13:25:00,1.07765,1.07809,1.07764,1.07802,526,0,1
2024.02.19,13:30:00,1.07803,1.07818,1.07791,1.07811,583,0,1
2024.02.19,13:35:00,1.07812,1.07816,1.0779,1.07797,495,0,1
2024.02.19,13:40:00,1.07797,1.07799,1.07784,1.07789,394,0,1
2024.02.19,13:45:00,1.0779,1.07805,1.07782,1.07791,373,0,0
2024.02.19,13:50:00,1.07791,1.07793,1.07775,1.07781,422,0,1
2024.02.19,13:55:00,1.07781,1.07786,1.0777,1.07773,337,0,1
2024.02.19,14:00:00,1.07769,1.0778,1.07755,1.07767,519,0,0
2024.02.19,14:05:00,1.07767,1.07784,1.07759,1.07779,411,0,0
2024.02.19,14:10:00,1.07779,1.07781,1.07747,1.07778,464,0,0
2024.02.19,14:15:00,1.0778,1.07797,1.07778,1.07791,459,0,0
2024.02.19,14:20:00,1.07791,1.07793,1.07776,1.07781,249,0,0
2024.02.19,14:25:00,1.07781,1.07787,1.07763,1.07775,337,0,0
2024.02.19,14:30:00,1.07775,1.0778,1.07758,1.0777,282,0,0
2024.02.19,14:35:00,1.0777,1.07777,1.07736,1.07741,357,0,0
2024.02.19,14:40:00,1.07742,1.07751,1.07737,1.07743,405,0,0
2024.02.19,14:45:00,1.07745,1.07746,1.07738,1.0774,236,0,0
2024.02.19,14:50:00,1.0774,1.07751,1.07738,1.07747,272,0,0
2024.02.19,14:55:00,1.07745,1.07767,1.07693,1.07706,781,0,0
2024.02.19,15:00:00,1.07706,1.07732,1.07704,1.07727,685,0,0
2024.02.19,15:05:00,1.07727,1.07771,1.07723,1.07764,630,0,0
2024.02.19,15:10:00,1.07764,1.07791,1.07762,1.07772,576,0,0
2024.02.19,15:15:00,1.07773,1.07775,1.07741,1.07745,488,0,0
2024.02.19,15:20:00,1.07744,1.0775,1.07718,1.07723,809,0,0
2024.02.19,15:25:00,1.07724,1.07726,1.07707,1.07713,545,0,0
2024.02.19,15:30:00,1.07713,1.07731,1.0771,1.07725,507,0,0
2024.02.19,15:35:00,1.07726,1.07731,1.07713,1.07725,386,0,0
2024.02.19,15:40:00,1.07724,1.07729,1.07708,1.07723,445,0,0
2024.02.19,15:45:00,1.07724,1.07729,1.07693,1.07718,586,0,0
2024.02.19,15:50:00,1.0772,1.07725,1.07674,1.07695,699,0,0
2024.02.19,15:55:00,1.07693,1.07706,1.07689,1.077,516,0,0
2024.02.19,16:00:00,1.077,1.07708,1.07678,1.07678,581,0,0
2024.02.19,16:05:00,1.0768,1.07687,1.07658,1.07683,673,0,0
2024.02.19,16:10:00,1.07683,1.07691,1.07657,1.07685,648,0,0
2024.02.19,16:15:00,1.07685,1.0769,1.07652,1.07679,585,0,0
2024.02.19,16:20:00,1.07679,1.07703,1.07674,1.07679,573,0,0
2024.02.19,16:25:00,1.07683,1.07694,1.07654,1.07672,572,0,0
2024.02.19,16:30:00,1.07672,1.07679,1.07639,1.07657,547,0,0
2024.02.19,16:35:00,1.07658,1.07658,1.07633,1.07656,624,0,0
2024.02.19,16:40:00,1.07656,1.07671,1.07649,1.07655,490,0,0
2024.02.19,16:45:00,1.07657,1.07657,1.07633,1.07636,629,0,0
2024.02.19,16:50:00,1.07635,1.07655,1.07629,1.07649,449,0,0
2024.02.19,16:55:00,1.07649,1.07667,1.07641,1.07666,501,0,0
2024.02.19,17:00:00,1.07666,1.07667,1.07629,1.07632,661,0,0
2024.02.19,17:05:00,1.07634,1.07637,1.07627,1.07636,374,0,0
2024.02.19,17:10:00,1.07636,1.07638,1.07626,1.07628,307,0,0
2024.02.19,17:15:00,1.07627,1.07646,1.07618,1.07646,507,0,0
2024.02.19,17:20:00,1.07642,1.07665,1.07638,1.0766,694,0,0
2024.02.19,17:25:00,1.0766,1.07672,1.07645,1.07648,565,0,0
2024.02.19,17:30:00,1.0765,1.07681,1.07642,1.07663,521,0,0
2024.02.19,17:35:00,1.07662,1.07662,1.07639,1.07657,437,0,0
2024.02.19,17:40:00,1.07655,1.07668,1.07653,1.07659,295,0,0
2024.02.19,17:45:00,1.07658,1.07687,1.07648,1.07651,513,0,0
2024.02.19,17:50:00,1.07651,1.0768,1.07645,1.07654,534,0,0
2024.02.19,17:55:00,1.07654,1.07682,1.07651,1.07673,438,0,0
2024.02.19,18:00:00,1.07674,1.07675,1.07631,1.07643,571,0,0
2024.02.19,18:05:00,1.07642,1.07657,1.07624,1.07653,590,0,0
2024.02.19,18:10:00,1.07654,1.07657,1.07645,1.07654,289,0,0
2024.02.19,18:15:00,1.07654,1.07671,1.07647,1.07667,421,0,0
2024.02.19,18:20:00,1.07669,1.07682,1.07667,1.0768,327,0,0
2024.02.19,18:25:00,1.0768,1.07683,1.07675,1.0768,287,0,0
2024.02.19,18:30:00,1.0768,1.07687,1.07676,1.07683,317,0,0
2024.02.19,18:35:00,1.07684,1.07693,1.07682,1.0769,252,0,0
2024.02.19,18:40:00,1.07692,1.077,1.07687,1.07694,354,0,0
2024.02.19,18:45:00,1.07694,1.07697,1.07682,1.07696,176,0,0
2024.02.19,18:50:00,1.07695,1.07709,1.07692,1.077,248,0,0
2024.02.19,18:55:00,1.077,1.07704,1.07682,1.07698,277,0,0
2024.02.19,19:00:00,1.07698,1.07711,1.07692,1.07708,293,0,2
2024.02.19,19:05:00,1.07707,1.07721,1.07704,1.07715,311,0,2
2024.02.19,19:10:00,1.07715,1.07719,1.07711,1.07718,169,0,2
2024.02.19,19:15:00,1.07716,1.07722,1.07712,1.07719,302,0,2
2024.02.19,19:20:00,1.07719,1.07731,1.07716,1.0773,194,0,2
2024.02.19,19:25:00,1.07727,1.07739,1.07727,1.07737,341,0,2
2024.02.19,19:30:00,1.07737,1.0776,1.07734,1.07749,429,0,2
2024.02.19,19:35:00,1.0775,1.07759,1.07744,1.07748,294,0,2
2024.02.19,19:40:00,1.07749,1.07758,1.07745,1.07757,192,0,2
2024.02.19,19:45:00,1.07757,1.07763,1.0775,1.07761,286,0,2
2024.02.19,19:50:00,1.07763,1.07764,1.07756,1.07762,138,0,0
2024.02.19,19:55:00,1.07762,1.07764,1.07748,1.07761,185,0,2
2024.02.19,20:00:00,1.0776,1.07781,1.07757,1.07773,513,0,2
2024.02.19,20:05:00,1.07773,1.07788,1.07766,1.07783,261,0,2
2024.02.19,20:10:00,1.07785,1.07798,1.07781,1.07793,247,0,2
2024.02.19,20:15:00,1.07793,1.07837,1.07793,1.07829,579,0,2
2024.02.19,20:20:00,1.07825,1.07827,1.07808,1.07819,361,0,2
2024.02.19,20:25:00,1.07818,1.07822,1.07801,1.07801,244,0,2
2024.02.19,20:30:00,1.07801,1.0781,1.07793,1.07796,345,0,2
2024.02.19,20:35:00,1.07796,1.0781,1.07792,1.07801,137,0,2
2024.02.19,20:40:00,1.07802,1.07802,1.07791,1.07799,105,0,2
2024.02.19,20:45:00,1.07797,1.078,1.07789,1.07793,171,0,2
2024.02.19,20:50:00,1.07793,1.07795,1.07777,1.07788,196,0,2
2024.02.19,20:55:00,1.07788,1.07792,1.07781,1.07792,86,0,2
2024.02.19,21:00:00,1.0779,1.07802,1.07788,1.07799,187,0,0
2024.02.19,21:05:00,1.07799,1.07821,1.07797,1.0782,274,0,2
2024.02.19,21:10:00,1.07821,1.07821,1.07797,1.07799,158,0,2
2024.02.19,21:15:00,1.078,1.07801,1.07787,1.07789,158,0,2
2024.02.19,21:20:00,1.07789,1.07791,1.07787,1.0779,65,0,2
2024.02.19,21:25:00,1.07789,1.0779,1.07778,1.07784,85,0,2
2024.02.19,21:30:00,1.07784,1.07792,1.07782,1.07789,66,0,0
2024.02.19,21:35:00,1.07789,1.07795,1.07787,1.07793,51,0,0
2024.02.19,21:40:00,1.07795,1.07807,1.07791,1.07804,75,0,2
2024.02.19,21:45:00,1.07805,1.0781,1.07804,1.07805,88,0,0
2024.02.19,21:50:00,1.07806,1.07807,1.07784,1.07786,136,0,2
2024.02.19,21:55:00,1.07786,1.07791,1.07784,1.07785,98,0,2
2024.02.19,22:00:00,1.07786,1.07787,1.07778,1.07783,98,0,1
2024.02.19,22:05:00,1.07784,1.07788,1.07781,1.07784,50,0,2
2024.02.19,22:10:00,1.07785,1.07786,1.07776,1.07783,46,0,0
2024.02.19,22:15:00,1.07783,1.07785,1.07781,1.07781,50,0,2
2024.02.19,22:20:00,1.07781,1.07784,1.07779,1.07783,39,0,2
2024.02.19,22:25:00,1.07784,1.0779,1.07781,1.07788,63,0,2
2024.02.19,22:30:00,1.07788,1.0779,1.07784,1.07786,59,0,2
2024.02.19,22:35:00,1.07786,1.07788,1.07779,1.07782,43,0,2
2024.02.19,22:40:00,1.07782,1.07785,1.07775,1.07783,79,0,2
2024.02.19,22:45:00,1.07783,1.07785,1.07777,1.07783,37,0,0
2024.02.19,22:50:00,1.07783,1.07799,1.07781,1.07797,71,0,2
2024.02.19,22:55:00,1.07798,1.07799,1.07782,1.07782,50,0,0
2024.02.19,23:00:00,1.07784,1.07795,1.07778,1.07779,44,0,0
2024.02.19,23:05:00,1.07791,1.07796,1.07776,1.07783,22,0,2
